value_euro,age,release_clause_euro,sprint_speed,dribbling,position
2400,29,4000,68,55,Defense
2300,30,4600,64,59,Midfield
3100,27,5300,64,69,Midfield
4100,24,6500,79,78,Forward
3900,24,6100,68,74,Midfield
950,35,1800,60,47,Defense
2100,32,3600,46,54,Defense
3300,26,4300,68,57,Defense
4300,24,7200,81,75,Midfield
2300,31,4400,38,59,Midfield
4200,25,8800,56,69,Forward
1600,34,2300,61,72,Forward
4300,24,9400,83,76,Midfield
4300,24,7200,78,75,Midfield
1800,32,2500,55,40,Defense
3400,25,5300,65,42,Defense
1400,35,1900,64,65,Forward
3200,29,7100,78,73,Forward
2700,32,5500,71,78,Midfield
5000,22,9000,85,75,Midfield
4100,24,6400,66,71,Midfield
2800,32,5000,78,74,Forward
425,37,638,44,58,Defense
1800,33,2200,25,9,Goalkeeper
1900,31,4000,40,14,Goalkeeper
2600,28,4400,67,76,Defense
425,39,638,50,66,Midfield
2400,30,4800,76,67,Midfield
5500,19,12800,66,75,Midfield
4600,22,9700,72,70,Forward
3100,27,4300,62,48,Defense
2000,30,4000,52,14,Goalkeeper
2500,32,3100,71,75,Forward
210,40,315,39,13,Goalkeeper
2000,34,2400,57,68,Forward
4100,22,9500,72,69,Defense
4100,25,6400,74,68,Midfield
4400,21,10600,78,76,Midfield
3400,27,6500,81,75,Forward
3200,26,5400,67,55,Defense
3700,26,6600,90,74,Midfield
3000,31,4800,66,63,Forward
2100,31,3800,70,54,Defense
3500,26,7600,73,64,Midfield
1600,35,2900,46,55,Forward
4200,24,7000,73,80,Midfield
3600,27,6100,75,61,Forward
2900,27,4500,82,65,Defense
3900,23,9100,68,51,Defense
1300,34,1800,44,15,Goalkeeper
3600,26,7500,73,76,Midfield
4400,23,9600,90,70,Midfield
3000,27,4100,73,68,Defense
5500,18,15000,84,81,Midfield
3100,26,5400,85,67,Defense
3400,26,7000,65,67,Midfield
3700,26,8300,78,72,Midfield
1300,34,1900,39,45,Defense
425,38,808,33,68,Midfield
3000,30,4900,80,70,Midfield
3100,28,4700,83,75,Midfield
4400,23,9200,76,72,Forward
2600,27,5000,72,56,Defense
3000,27,5400,66,64,Midfield
4300,24,8300,90,77,Midfield
2500,29,3800,62,67,Midfield
4200,24,6100,70,72,Midfield
875,35,1700,77,63,Defense
4200,22,7200,64,69,Midfield
3200,29,4800,74,64,Forward
2400,29,4800,53,39,Defense
3300,28,6200,73,71,Midfield
3400,27,6800,78,74,Forward
1500,34,2300,53,70,Midfield
3700,26,5600,79,70,Midfield
2900,28,4900,66,55,Defense
4100,25,8500,67,69,Midfield
2000,31,3700,42,14,Goalkeeper
1300,34,2000,33,55,Defense
2900,26,4800,53,20,Goalkeeper
2500,28,4900,66,67,Defense
3400,26,7800,58,53,Midfield
3700,22,6400,66,63,Midfield
3300,25,7200,62,51,Defense
4200,24,9200,75,72,Midfield
3200,26,5900,79,70,Defense
3100,29,5700,82,75,Forward
2300,31,4400,51,45,Defense
2500,29,3800,53,40,Defense
3800,25,7600,81,76,Midfield
1600,35,2400,69,74,Midfield
3300,27,7300,78,76,Midfield
1300,34,1700,44,62,Defense
3700,26,6500,85,71,Forward
3400,26,7700,72,53,Defense
1800,33,3000,69,61,Defense
5500,21,9400,83,75,Forward
4200,20,8100,75,73,Midfield
4300,23,9000,75,69,Midfield
1200,33,1700,78,67,Defense
2400,29,3600,57,51,Defense
3300,28,4800,74,67,Forward
1800,31,3300,61,51,Defense
2600,25,5100,62,54,Defense
2300,27,3900,43,66,Midfield
2300,30,2800,42,62,Midfield
3300,23,6300,91,73,Midfield
2400,28,2900,65,73,Midfield
1200,34,1600,49,12,Goalkeeper
3100,24,5500,82,73,Forward
3200,20,5400,74,67,Defense
2000,32,3100,66,70,Midfield
550,35,1100,43,12,Goalkeeper
2500,26,3800,55,32,Defense
2500,27,4100,72,73,Forward
1600,31,2600,73,46,Defense
3200,23,7600,65,45,Defense
3000,23,5400,66,38,Defense
1800,31,2800,65,59,Midfield
2500,28,5600,78,69,Forward
1800,33,2700,65,68,Midfield
750,36,1400,41,64,Midfield
2500,26,3900,64,50,Defense
2300,28,3100,71,45,Defense
3300,22,5600,65,71,Midfield
3000,22,6600,77,73,Defense
2800,25,4600,74,57,Defense
1900,29,2700,76,67,Midfield
2200,31,2700,67,69,Midfield
2300,30,4300,68,76,Midfield
5000,20,10600,77,78,Forward
3200,25,5300,51,74,Midfield
3700,22,8100,73,69,Midfield
1800,31,2600,75,60,Midfield
3200,22,7700,62,58,Midfield
2100,27,3100,63,37,Defense
3600,20,8600,68,74,Midfield
1600,32,2800,54,66,Defense
1400,32,1800,40,29,Goalkeeper
2400,28,4600,67,52,Forward
1800,30,2700,84,68,Defense
160,40,240,45,24,Goalkeeper
3000,26,6000,83,64,Forward
1000,36,1500,68,73,Midfield
3000,25,5000,90,76,Midfield
2100,29,3300,45,42,Defense
2500,27,5200,73,73,Midfield
1500,34,2200,50,53,Forward
2500,26,4000,46,42,Defense
550,35,908,39,17,Goalkeeper
2500,26,5500,67,68,Defense
1800,33,2700,68,69,Midfield
2600,24,5100,64,54,Defense
3200,24,6300,87,72,Forward
2400,28,4900,72,70,Forward
2200,31,2800,85,74,Midfield
850,37,1100,57,66,Forward
1800,32,3700,65,72,Midfield
1700,29,2600,42,14,Goalkeeper
1600,32,3000,56,67,Defense
2500,26,3900,68,38,Defense
2800,26,5600,78,73,Midfield
3900,21,7000,86,71,Forward
2600,25,3900,76,75,Defense
2500,27,3800,93,74,Forward
1400,34,2600,50,67,Midfield
2300,31,4300,68,71,Forward
2600,22,4200,34,14,Goalkeeper
2200,27,3900,75,69,Defense
2200,24,3600,29,9,Goalkeeper
3700,21,8600,43,18,Goalkeeper
1600,31,2600,61,68,Midfield
1800,32,2700,76,71,Midfield
2600,25,4500,74,57,Defense
3200,23,6000,72,67,Forward
1800,31,3500,35,43,Defense
1400,33,2200,68,46,Defense
3200,23,5100,70,68,Forward
2600,24,4400,46,17,Goalkeeper
2300,29,4600,83,77,Midfield
2000,32,2800,71,68,Midfield
3900,20,9400,74,76,Midfield
3200,23,6600,83,75,Forward
2000,32,3900,65,65,Midfield
2000,28,2700,82,64,Defense
2800,26,3700,78,70,Forward
2400,27,4700,51,44,Defense
1900,28,3900,74,68,Defense
4100,22,7700,87,68,Midfield
3500,22,6300,70,75,Midfield
2900,26,3900,80,72,Forward
1800,33,3600,66,65,Midfield
1400,33,2200,46,48,Defense
2700,27,4000,81,73,Midfield
2200,27,3700,73,67,Defense
2100,31,3500,76,70,Midfield
2200,31,4100,81,73,Midfield
1200,35,2300,80,75,Midfield
2500,28,5100,78,74,Forward
1700,31,2700,72,61,Defense
2200,30,4200,69,68,Midfield
1900,29,4100,72,64,Defense
1800,27,3100,46,17,Goalkeeper
3000,24,5900,78,71,Midfield
1900,29,3200,82,72,Defense
2200,28,3500,73,66,Midfield
2400,26,4700,44,47,Defense
1800,29,2900,64,58,Defense
2500,27,4800,71,64,Midfield
2500,28,3900,81,68,Forward
1900,29,3500,78,71,Defense
1400,33,2100,54,27,Goalkeeper
1800,31,2800,40,46,Midfield
2300,28,4800,54,55,Defense
2800,24,4800,73,52,Defense
5000,20,13600,85,78,Midfield
3200,23,7800,82,74,Midfield
1800,32,3500,54,71,Midfield
2800,24,5400,79,62,Defense
2900,26,6100,72,72,Midfield
2700,26,4600,75,66,Midfield
2000,28,3200,65,61,Midfield
1800,30,3400,74,60,Defense
2900,26,6400,69,67,Forward
1800,29,2900,71,30,Defense
2800,26,3700,88,75,Midfield
2200,27,4300,77,74,Defense
2600,24,5100,55,45,Defense
2400,29,3100,77,67,Midfield
1800,28,3100,55,12,Goalkeeper
2300,31,4100,67,65,Forward
950,35,1800,34,9,Goalkeeper
2000,28,3000,47,41,Defense
2900,26,4600,87,72,Forward
2100,32,3000,65,74,Midfield
2400,26,3300,78,70,Midfield
2400,26,4200,85,69,Defense
2200,28,3400,47,46,Defense
2300,30,3500,79,59,Forward
1300,32,1800,76,68,Defense
1800,31,3500,53,57,Midfield
2400,28,4600,59,71,Forward
1800,29,3000,85,66,Defense
2300,25,4500,43,17,Goalkeeper
2300,30,3400,68,69,Midfield
1600,32,3200,54,26,Defense
2500,28,4500,73,74,Midfield
2400,29,3700,76,65,Forward
2800,27,5900,63,64,Forward
2200,31,3300,34,64,Midfield
1800,30,2700,68,60,Midfield
3200,24,5000,85,74,Midfield
550,35,798,34,46,Defense
2800,27,4700,70,64,Forward
2500,26,4900,70,60,Defense
2400,30,3100,72,72,Forward
2400,29,4500,64,63,Forward
675,35,1300,59,43,Defense
3300,24,7200,69,66,Forward
2300,31,3400,79,68,Forward
2900,25,4600,54,64,Midfield
1800,31,2300,81,50,Defense
2300,27,4100,61,54,Midfield
1400,32,2900,36,38,Defense
2500,27,4400,55,62,Defense
550,36,880,29,58,Midfield
2400,29,4100,68,73,Midfield
1000,35,1300,62,71,Forward
3200,21,6100,67,55,Defense
2400,26,5300,72,70,Defense
2500,24,5000,69,51,Defense
2400,25,4100,77,68,Defense
2300,30,3500,65,76,Midfield
2700,27,4300,48,67,Midfield
3200,25,7000,68,69,Forward
1900,29,3200,75,69,Defense
2500,26,4400,45,62,Midfield
2300,27,4300,58,67,Midfield
2800,26,3800,80,70,Midfield
3600,22,7200,72,56,Defense
2300,27,4700,54,64,Defense
3200,21,6700,71,61,Midfield
950,34,1800,47,55,Midfield
2200,29,3800,64,44,Defense
2000,27,3500,49,14,Goalkeeper
2500,27,5200,70,72,Midfield
2400,25,4800,72,70,Forward
1600,31,2600,71,63,Midfield
2600,22,5000,88,75,Midfield
2200,26,4300,76,67,Forward
2800,22,4800,78,72,Defense
3400,24,7100,91,73,Forward
950,34,1500,66,55,Defense
1800,30,3900,68,69,Midfield
1900,29,2900,48,13,Goalkeeper
1400,34,2700,64,68,Midfield
160,46,272,57,12,Goalkeeper
1700,30,2700,65,63,Defense
2500,27,4100,58,64,Midfield
1500,28,3200,26,25,Goalkeeper
1700,31,2700,74,67,Midfield
2100,24,4900,61,44,Defense
1900,27,4000,79,74,Midfield
675,34,1300,67,66,Defense
750,35,1600,49,72,Midfield
1800,27,3100,43,48,Defense
1800,29,2800,83,70,Midfield
600,37,1100,67,70,Midfield
1400,33,1800,58,65,Forward
2700,24,4600,66,74,Midfield
3000,21,7000,90,73,Defense
1800,26,3000,75,65,Defense
2000,25,2700,76,64,Defense
1700,30,2200,74,71,Midfield
2100,23,3600,64,39,Defense
1300,31,2000,65,64,Midfield
2700,22,6000,61,67,Midfield
3700,19,7800,83,76,Midfield
2200,25,3800,90,70,Midfield
1400,29,2400,55,55,Midfield
1500,32,2600,75,69,Midfield
1700,30,3300,66,62,Forward
825,36,1200,53,57,Forward
1400,29,3000,30,11,Goalkeeper
1800,29,2800,70,59,Midfield
1400,28,2100,74,66,Defense
1200,28,1900,61,18,Goalkeeper
1200,30,2400,49,12,Goalkeeper
725,35,1300,42,9,Goalkeeper
2000,23,3100,86,70,Defense
1300,31,1900,71,59,Defense
1000,33,1800,52,59,Midfield
1300,31,1900,69,69,Defense
1600,32,2200,76,65,Midfield
2700,23,5200,80,73,Midfield
1800,29,2300,74,71,Forward
1800,28,2300,67,61,Forward
1100,34,1800,59,72,Forward
1600,25,3100,42,20,Goalkeeper
1500,28,3100,79,62,Defense
2400,25,3900,91,78,Midfield
1600,31,2100,61,65,Midfield
2000,24,4300,58,50,Defense
2400,23,4100,79,77,Forward
1800,27,3000,70,50,Defense
2100,26,3100,89,65,Midfield
1400,29,2200,43,19,Goalkeeper
2400,21,5300,58,49,Defense
925,35,1300,64,65,Forward
1700,28,3400,39,48,Defense
1200,31,2200,60,72,Defense
2000,26,3500,53,56,Defense
2100,25,3800,46,31,Defense
2100,26,3900,54,67,Midfield
875,34,1200,55,66,Midfield
2200,26,4900,70,71,Midfield
1900,26,2900,52,40,Defense
1400,28,2600,30,12,Goalkeeper
1900,27,3100,80,75,Midfield
1600,29,2100,60,35,Defense
1600,29,2100,73,66,Defense
1200,32,2100,67,61,Defense
1400,29,3100,38,11,Goalkeeper
1800,29,2300,87,71,Forward
2100,22,4100,69,59,Midfield
2100,27,3800,69,72,Midfield
2100,27,3900,75,64,Forward
1000,32,1800,64,69,Midfield
2800,21,4700,76,65,Defense
1600,32,2300,67,75,Midfield
1700,31,3200,77,75,Midfield
2000,24,2700,78,63,Defense
1700,27,3800,69,58,Midfield
1900,27,3100,77,74,Midfield
1200,29,2100,43,11,Goalkeeper
3200,22,6200,89,72,Midfield
1400,33,2000,50,67,Forward
1500,31,2400,55,70,Midfield
925,35,1600,73,58,Forward
1300,31,2700,72,68,Defense
2500,23,4000,78,71,Forward
1700,31,3200,72,77,Midfield
1500,28,2400,54,57,Midfield
1700,26,3000,49,19,Goalkeeper
1900,26,4300,54,56,Defense
925,35,1900,59,59,Forward
3100,21,5500,69,83,Midfield
2400,24,3700,67,68,Forward
1700,27,3400,67,69,Midfield
1700,30,3300,84,71,Forward
1800,28,2700,68,69,Midfield
1700,31,3600,61,65,Forward
1300,31,2500,50,29,Defense
1000,34,2000,53,65,Midfield
1000,32,2000,77,59,Defense
1700,26,3000,78,72,Defense
1400,30,2200,54,53,Midfield
1100,31,2000,50,16,Goalkeeper
2400,24,3100,83,77,Midfield
1100,31,2300,57,20,Goalkeeper
2100,25,3600,63,44,Defense
1800,29,2700,63,66,Forward
2700,23,6300,84,69,Midfield
1700,30,2100,52,68,Midfield
1700,27,2800,78,61,Defense
1400,29,2200,59,60,Midfield
1800,28,3100,70,71,Midfield
1400,28,2400,57,47,Defense
1400,28,2900,69,54,Midfield
925,35,1200,71,63,Forward
2600,20,5900,89,72,Defense
1600,30,2100,66,64,Midfield
2000,23,3300,78,73,Defense
2000,25,3200,61,61,Midfield
1400,32,2100,50,62,Forward
1700,28,2600,66,66,Midfield
1300,31,1800,70,63,Defense
1800,29,2300,75,70,Forward
2500,23,4300,75,69,Forward
1600,29,2800,61,52,Defense
2100,27,3000,75,72,Midfield
1000,33,1600,30,12,Goalkeeper
1600,31,2600,65,63,Forward
2900,22,4900,65,74,Midfield
1900,24,3200,76,67,Defense
2400,23,4300,73,69,Midfield
2100,25,3600,83,74,Forward
2300,26,4000,67,67,Forward
1700,28,2600,71,51,Defense
3100,21,5300,65,73,Midfield
550,34,853,62,62,Defense
2400,24,5800,90,74,Midfield
2100,26,4600,90,74,Forward
3200,20,7400,74,75,Forward
1400,30,1900,53,39,Defense
1400,28,2000,86,62,Defense
2200,23,3900,77,66,Defense
2400,23,4400,73,75,Forward
2200,26,4900,76,68,Midfield
2100,23,3300,44,16,Goalkeeper
2500,23,3600,72,72,Forward
1200,32,1900,63,56,Defense
2000,24,3200,71,50,Defense
600,36,900,45,70,Midfield
1300,31,2200,65,65,Midfield
1900,25,4300,88,60,Defense
1200,31,1800,52,43,Defense
2500,24,4300,75,68,Forward
2100,24,5100,71,60,Midfield
2000,24,3800,68,56,Defense
1800,28,2400,67,64,Midfield
1800,30,2500,80,72,Forward
2100,26,3000,75,69,Forward
3100,22,7300,64,40,Defense
1000,32,1900,43,61,Defense
1700,28,2700,48,46,Defense
1700,31,2600,54,59,Forward
1600,31,2500,88,71,Midfield
2100,26,2800,73,74,Forward
1300,31,2100,67,66,Midfield
2100,26,3500,74,77,Midfield
2000,25,3900,74,55,Defense
1800,28,3500,72,67,Midfield
750,36,1500,31,70,Midfield
2700,22,5600,79,72,Defense
1700,29,2200,73,67,Midfield
1800,29,3100,84,73,Midfield
2500,22,4200,71,73,Forward
1800,29,2600,54,68,Midfield
1100,32,1600,44,12,Goalkeeper
1400,28,2700,37,12,Goalkeeper
2100,23,3600,75,50,Defense
2500,23,3600,82,72,Midfield
500,35,950,76,48,Defense
1600,31,2500,72,71,Midfield
2300,24,4100,77,78,Midfield
1800,30,2600,74,71,Forward
1400,28,2700,69,67,Defense
1700,29,3000,75,70,Midfield
1700,31,2900,83,72,Midfield
1200,31,1700,30,37,Defense
1400,30,2100,53,61,Defense
1000,33,1500,49,17,Goalkeeper
1900,28,3000,67,69,Midfield
1800,23,3000,56,16,Goalkeeper
240,36,360,35,55,Defense
1000,33,1500,69,57,Midfield
240,38,372,42,45,Defense
1400,32,1800,70,66,Forward
1800,30,3600,88,72,Forward
1500,29,3300,42,20,Goalkeeper
1300,30,2100,80,66,Defense
1900,27,3100,88,75,Midfield
2700,19,4600,64,56,Defense
550,35,825,58,59,Defense
1800,28,2900,78,68,Forward
1800,28,2600,69,67,Midfield
2900,20,6000,82,74,Midfield
2500,22,5300,66,64,Forward
1000,34,1700,45,69,Midfield
3600,19,9500,74,70,Midfield
1400,27,3100,35,12,Goalkeeper
2100,23,3300,69,61,Defense
1200,32,1900,67,35,Defense
1900,24,2900,69,62,Defense
2300,24,3800,74,67,Midfield
1900,28,2800,73,65,Forward
550,35,1000,28,17,Defense
2500,22,5000,71,70,Midfield
120,39,222,31,14,Goalkeeper
1800,29,3000,80,65,Forward
2800,22,4800,75,70,Midfield
1700,25,3000,38,10,Goalkeeper
1400,29,2200,79,57,Defense
1400,32,2300,68,72,Forward
120,40,180,44,73,Midfield
1700,29,2700,68,72,Midfield
1400,29,2900,73,32,Defense
1800,29,2900,74,72,Midfield
1800,24,4400,46,25,Goalkeeper
1100,26,1700,55,51,Defense
1400,25,1800,83,66,Forward
1100,28,1500,73,62,Forward
1100,29,1500,67,70,Forward
250,35,313,40,14,Goalkeeper
525,34,998,46,16,Goalkeeper
775,30,969,50,58,Midfield
775,30,1500,85,71,Defense
1200,26,2800,87,71,Forward
1000,29,1600,79,69,Midfield
1000,28,2100,36,70,Midfield
1500,23,2900,75,74,Midfield
1200,27,1800,66,68,Midfield
825,29,1300,81,68,Defense
1600,21,2800,84,73,Defense
825,29,1700,73,69,Defense
850,27,1100,61,14,Goalkeeper
1200,25,1800,50,38,Defense
975,31,1300,66,63,Midfield
1000,31,1300,73,68,Forward
1000,31,1600,55,59,Forward
700,32,1100,54,58,Defense
675,30,1300,39,12,Goalkeeper
1500,23,3300,73,71,Midfield
425,35,808,33,13,Goalkeeper
1100,26,1900,63,63,Defense
1200,26,2100,91,73,Midfield
1500,22,2700,55,49,Defense
1200,24,1900,74,65,Defense
1100,29,1900,73,65,Forward
1200,26,1600,76,69,Midfield
1500,23,3100,83,71,Midfield
1200,25,2400,78,58,Defense
950,32,1200,69,66,Forward
1100,27,2300,66,42,Defense
1100,28,1500,80,71,Midfield
1200,23,1800,53,61,Midfield
1000,28,1700,59,57,Defense
1100,25,2600,70,34,Defense
1000,27,1600,65,64,Defense
925,27,1700,66,62,Midfield
1200,27,1900,66,70,Midfield
1000,27,1700,64,51,Defense
1100,30,2000,74,64,Forward
375,36,581,65,59,Forward
1000,26,2000,83,68,Defense
1400,25,1800,86,70,Forward
250,35,425,31,11,Goalkeeper
925,27,1200,67,63,Defense
1300,24,2800,43,60,Midfield
1200,24,2200,55,22,Goalkeeper
825,32,1800,67,70,Midfield
925,27,1400,38,19,Goalkeeper
425,33,659,54,48,Defense
1100,24,2400,52,20,Goalkeeper
775,31,1700,67,60,Defense
2000,21,4900,73,70,Midfield
600,33,750,40,39,Defense
700,31,945,50,55,Defense
1300,21,2300,72,61,Defense
2000,21,4900,75,70,Forward
1200,27,2700,59,64,Forward
1200,25,1800,50,51,Defense
575,33,920,68,61,Defense
1400,25,2600,56,63,Forward
850,28,1600,55,52,Midfield
1100,23,1600,46,15,Goalkeeper
375,36,825,58,62,Forward
1200,26,1900,75,71,Midfield
1100,29,1700,77,61,Forward
925,26,1600,42,20,Goalkeeper
1500,22,2500,77,69,Midfield
850,29,1100,70,58,Defense
1400,25,2200,79,66,Forward
1600,20,3400,78,66,Defense
1100,26,2000,67,44,Defense
1100,28,2200,77,72,Forward
425,34,616,42,55,Defense
1100,25,1800,77,71,Defense
1400,23,2900,67,68,Midfield
1300,22,2300,73,41,Defense
1100,29,1600,70,60,Forward
1100,28,1800,72,69,Midfield
1200,27,2000,69,67,Forward
525,35,735,52,69,Midfield
1300,26,2600,68,61,Forward
2000,20,4100,87,67,Forward
1200,21,1900,37,9,Goalkeeper
575,33,1000,62,68,Defense
775,31,1500,59,60,Midfield
700,32,1000,80,66,Defense
875,28,1700,81,68,Defense
750,30,1300,73,67,Defense
1100,26,2300,67,48,Defense
1300,24,2700,79,54,Defense
850,29,1400,66,69,Midfield
1100,28,1700,73,69,Midfield
70,38,102,43,14,Goalkeeper
1000,26,2000,77,60,Defense
1100,26,2400,73,58,Defense
1100,25,2200,85,70,Defense
2100,19,6500,66,70,Midfield
1100,28,1600,74,74,Midfield
1200,24,2300,71,54,Defense
1200,25,2500,62,39,Defense
1600,23,2700,80,78,Midfield
825,29,1200,71,68,Defense
650,34,1000,51,71,Forward
875,28,1100,73,60,Defense
1400,24,3200,72,74,Midfield
1600,21,3100,62,39,Defense
1000,28,1800,53,42,Defense
1400,25,3000,65,67,Forward
1600,23,3300,69,67,Forward
1100,27,2400,74,71,Forward
1600,21,3700,69,67,Midfield
825,33,1700,65,68,Midfield
475,35,689,42,58,Forward
700,32,1100,74,68,Defense
1500,20,2600,30,23,Goalkeeper
1300,26,2000,36,62,Forward
1100,27,1400,69,65,Midfield
600,33,960,35,56,Defense
1000,31,1700,68,73,Midfield
1400,22,2400,65,67,Midfield
1200,27,1800,72,63,Forward
775,31,1700,64,58,Defense
875,28,1800,85,74,Defense
700,31,1300,69,65,Defense
325,39,650,38,64,Midfield
625,33,938,59,74,Midfield
1500,23,2300,80,64,Forward
750,31,1400,78,64,Defense
1300,25,2500,76,76,Midfield
1600,22,3000,76,70,Midfield
1300,26,2200,69,64,Forward
1500,22,2200,88,63,Forward
1300,25,2000,83,75,Midfield
1500,23,2900,76,70,Midfield
975,30,1500,65,64,Midfield
1100,28,1400,68,64,Midfield
1200,27,2200,81,75,Forward
1100,27,1900,66,65,Midfield
1600,22,2300,74,69,Midfield
1400,24,2000,77,74,Forward
600,33,1300,52,71,Midfield
1000,25,1500,25,13,Goalkeeper
850,29,1200,55,42,Defense
1200,26,2500,53,34,Defense
650,31,878,43,22,Goalkeeper
975,30,1900,73,65,Midfield
1400,18,2400,72,63,Defense
1100,28,1700,57,64,Midfield
2000,20,4100,72,78,Midfield
675,31,1300,28,12,Goalkeeper
875,27,1400,45,52,Defense
625,34,844,63,71,Midfield
1700,21,2800,79,74,Midfield
1100,29,1500,75,68,Forward
1100,28,1900,84,70,Midfield
875,28,1500,80,72,Midfield
525,34,840,36,11,Goalkeeper
700,32,1100,72,64,Defense
1400,22,3000,69,35,Defense
1300,22,2300,83,63,Defense
1000,29,1400,78,69,Midfield
1200,23,2000,41,20,Goalkeeper
1200,24,2100,80,70,Defense
2100,20,4100,82,60,Defense
825,30,1300,33,41,Defense
1800,22,4300,71,67,Midfield
875,28,1900,44,16,Goalkeeper
1500,22,2500,88,74,Forward
1200,24,1900,68,53,Midfield
1100,28,1500,54,66,Midfield
775,31,1700,68,62,Midfield
250,35,338,56,54,Defense
600,32,960,62,30,Defense
1400,23,2200,75,59,Midfield
1100,26,1900,68,69,Midfield
1100,27,1700,81,71,Forward
1200,24,1900,67,46,Defense
1100,29,1600,77,72,Forward
650,32,1300,57,17,Goalkeeper
825,29,1300,70,40,Defense
1400,25,2700,79,69,Midfield
1000,28,2100,68,61,Midfield
1300,27,2200,74,76,Forward
1600,21,3500,86,69,Defense
825,30,1400,68,65,Defense
1300,25,2600,74,69,Midfield
800,30,1800,79,68,Defense
600,33,750,52,28,Defense
425,34,893,48,52,Midfield
950,32,1600,64,68,Forward
1400,26,2200,89,68,Forward
1400,24,2800,70,68,Midfield
70,40,105,50,56,Defense
1100,27,1600,60,56,Defense
1600,21,3300,78,75,Midfield
950,32,1200,68,63,Forward
1000,30,1400,68,65,Midfield
750,28,1200,45,13,Goalkeeper
825,30,1400,64,26,Defense
700,31,1100,51,46,Defense
1200,27,1800,71,75,Midfield
1100,26,2400,44,50,Defense
1000,31,1600,84,71,Midfield
975,25,1600,52,10,Goalkeeper
2200,19,5800,71,76,Forward
325,35,618,59,44,Defense
1100,28,1400,66,59,Forward
250,36,338,40,48,Midfield
500,33,850,68,65,Defense
1300,22,1900,78,67,Midfield
675,31,1200,52,63,Defense
950,27,2000,76,75,Forward
750,28,1300,64,40,Defense
1000,27,1400,64,67,Midfield
900,30,1800,52,57,Forward
950,27,1300,93,72,Midfield
950,28,1400,77,63,Forward
525,33,971,55,45,Defense
250,35,475,75,73,Defense
600,32,1100,64,59,Defense
1300,22,3000,90,72,Forward
1000,24,2200,71,67,Defense
700,29,875,71,65,Defense
875,28,1200,49,39,Defense
1300,23,2100,70,65,Forward
850,27,1800,73,62,Defense
700,28,1200,69,64,Defense
700,29,945,80,63,Defense
1700,19,4300,75,65,Defense
700,29,1100,84,63,Defense
1200,23,2100,74,67,Defense
1400,21,2300,72,66,Midfield
350,34,438,70,61,Defense
800,32,1400,63,65,Forward
875,27,1500,52,52,Defense
875,30,1400,71,71,Midfield
1100,26,1500,78,67,Forward
1100,27,1400,74,67,Forward
1100,26,1600,87,69,Midfield
975,25,1900,67,60,Midfield
525,33,998,39,64,Midfield
1200,24,2100,86,70,Midfield
210,35,315,39,12,Goalkeeper
900,29,1700,75,66,Forward
1200,20,2600,31,10,Goalkeeper
1200,25,2200,78,70,Forward
